community_id,top_10_mesh_terms
n2-404,"Animals;Humans;Mice;Female;Male;Mice, Inbred C57BL;Protein Binding;Cell Line;Models, Molecular;Cells, Cultured"
n2-804,"Humans;Animals;Female;Mice;Male;Molecular Sequence Data;Amino Acid Sequence;Adult;Cell Line;Mice, Inbred C57BL"
n2-2254,"Animals;Humans;Mice;Gene Expression Profiling;Neurons / metabolism;HEK293 Cells;Male;Mice, Mutant Strains;Signal Transduction;Middle Aged"
n2-600,Humans;Female;Male;Adult;Middle Aged;Aged;Adolescent;Mexico / epidemiology;Young Adult;Animals
n2-1683,"Animals;Humans;Mice;Male;Female;Mice, Inbred C57BL;Cells, Cultured;Cell Line, Tumor;Mice, Knockout;Cell Line"
n2-746,Animals;Humans;Male;Female;Adult;Mice;Phylogeny;Middle Aged;Time Factors;Ecosystem
n2-430,"Humans;Animals;Female;Male;Mice;Middle Aged;Cell Line, Tumor;Adult;Mice, Inbred C57BL;Young Adult"
n2-1051,Humans;Animals;Female;Male;Mice;Molecular Sequence Data;Adult;Bacterial Proteins / genetics;Middle Aged;Mutation
n2-441,"Humans;Animals;Male;Female;Mice;Middle Aged;Adult;Aged;Cells, Cultured;HEK293 Cells"
n2-490,Humans;Male;Female;Animals;Adult;Middle Aged;Aged;Mice;Child;Adolescent
n2-450,Humans;Female;Male;Middle Aged;Adult;Aged;Animals;Risk Factors;Prognosis;Mice
n2-453,"Animals;Humans;Male;Female;Mice;Mice, Inbred C57BL;Models, Biological;Models, Biological*;Computer Simulation;Computational Biology"
n2-454,Humans;Female;Male;Adult;Middle Aged;Young Adult;Adolescent;Aged;Surveys and Questionnaires;Animals
n2-466,"Animals;Humans;Male;Mice;Female;Mice, Inbred C57BL;Rats;Adult;Disease Models, Animal;Cell Line"
n2-1787,"Humans;Animals;Male;Mice;Female;Phenotype;Amino Acid Sequence;Molecular Sequence Data;Mice, Inbred C57BL;Computer Simulation"
n2-577,Animals;Humans;Phylogeny;Female;Male;Mice;Molecular Sequence Data;Base Sequence;Adult;Cell Line
n2-776,"Animals;Humans;Male;Female;Mice;Middle Aged;Mice, Inbred C57BL;Adult;Cell Line;Aged"
n2-467,"Humans;Male;Female;Animals;Middle Aged;Adult;Mice;Aged;Aged, 80 and over;Child"
n2-763,Humans;Female;Male;Animals;Middle Aged;Adult;Aged;Cohort Studies;Mice;Survival Analysis
n2-871,Humans;Male;Female;Adult;Middle Aged;Aged;Young Adult;Adolescent;Cross-Sectional Studies;Risk Factors
n2-480,Humans;Female;Male;Animals;Middle Aged;Adult;Aged;Risk Factors;Young Adult;Rats
n2-482,"Humans;Female;Male;Middle Aged;Aged;Adult;Treatment Outcome;Risk Factors;Aged, 80 and over;Animals"
n2-485,Humans;Female;Male;Adult;Middle Aged;Young Adult;Animals;Adolescent;Aged;Cross-Sectional Studies
n2-1110,"Humans;Male;Female;Adult;Middle Aged;Animals;Aged;Cross-Sectional Studies;Cell Line, Tumor;Mice"
n2-1978,"Animals;Humans;Male;Female;Rats;Mice;Rats, Wistar;Adult;Cell Line, Tumor;Disease Models, Animal"
n2-981,Animals;Humans;Female;Male;Species Specificity;Phylogeny;Ecosystem;Geography;Biodiversity*;Biodiversity
n2-1611,Humans;Male;Female;Adult;Middle Aged;Young Adult;Aged;Animals;Adolescent;Mice
n2-812,Humans;Female;Male;Animals;Adult;Mice;Young Adult;Middle Aged;Bacterial Proteins / metabolism*;Bacterial Proteins / genetics
n2-496,Humans;Animals;Male;Female;Mice;Adult;Middle Aged;Aged;Rats;Cell Line
n2-506,"Humans;Animals;Mice;Male;Female;Cell Line;Mice, Inbred C57BL;Cells, Cultured;Disease Models, Animal;Cell Differentiation*"
n2-507,"Animals;Humans;Female;Male;Mice;Adult;Genotype;Middle Aged;Phenotype;Mice, Knockout"
n2-656,"Humans;Animals;Mice;Male;Female;Cell Line, Tumor;Molecular Sequence Data;Protein Binding;Amino Acid Sequence;Middle Aged"
n2-1017,"Animals;Humans;Mice;Female;Male;Cell Line, Tumor;Mice, Knockout;Middle Aged;Cells, Cultured;Rats"
n2-551,"Humans;Female;Male;Animals;Mice;Middle Aged;Cell Line, Tumor;Aged;Adult;Phosphorylation"
n2-516,"Male;Humans;Female;Cross-Sectional Studies;Middle Aged;Case-Control Studies;Diabetes Mellitus, Type 2 / blood*;Vascular Endothelial Growth Factor A / metabolism;Vascular Endothelial Growth Factor A / blood*;Tears / metabolism*"
n2-517,"Humans;Female;Male;Middle Aged;Adult;Aged;Animals;Young Adult;Aged, 80 and over;Mice"
n2-521,Humans;Female;Male;Animals;Adult;Middle Aged;Mice;Young Adult;Adolescent;China
n2-1904,"Humans;Animals;Mice;Female;Male;Protein Binding;Cell Line, Tumor;Mice, Inbred C57BL;Models, Molecular;Gene Expression Regulation, Developmental"
n2-1472,Humans;Male;Female;Adult;Middle Aged;Animals;Aged;Young Adult;Adolescent;Cross-Sectional Studies
n2-269,"Humans;Animals;Mice;Male;Female;Mice, Inbred C57BL;Adult;Disease Models, Animal;Cell Line;Cell Line, Tumor"
n2-1217,Humans;Male;Female;Adult;Middle Aged;Animals;Aged;Risk Factors;Young Adult;Adolescent
n2-1701,Animals;Humans;Ecosystem*;Introduced Species*;Ecosystem;Geography;Population Dynamics;Biodiversity*;Species Specificity;Female
n2-554,"Male;Animals;Female;Humans;Adult;Rats;Middle Aged;Mice;Aged;Rats, Wistar"
n2-556,Humans;Male;Female;Middle Aged;Adult;Animals;Aged;Mice;Young Adult;Adolescent
n2-1195,"Humans;Gene Expression Regulation, Plant;Animals;Female;Adult;Male;Amino Acid Sequence;Plant Proteins / genetics;Mutation;Arabidopsis / genetics"
n2-1442,Animals;Humans;Phenotype;Mice;Genotype;Female;Male;Chromosome Mapping;Triticum / genetics*;Phylogeny
n2-254,Humans;Male;Female;Animals;Adult;Mice;Middle Aged;Aged;Young Adult;Rats
n2-770,"Humans;Female;Male;Adult;Infant;Child, Preschool;Child;Middle Aged;Adolescent;Young Adult"
n2-1673,"Humans;Male;Female;Middle Aged;Aged;Adult;Aged, 80 and over;Retrospective Studies;Young Adult;Animals"
n2-570,Humans;Animals;Male;Female;Adult;Mice;Young Adult;Middle Aged;Adolescent;Aged
n2-571,"Animals;Humans;Mice;Male;Female;Amino Acid Sequence;Mice, Inbred C57BL;Molecular Sequence Data;Mice, Transgenic;Mice, Knockout"
n2-574,"Animals;Male;Humans;Female;Mice;Gene Expression Regulation;Molecular Sequence Data;Gene Expression Regulation, Plant;Mutation;RNA, Messenger / metabolism"
n2-582,"Humans;Female;Male;Animals;Adult;Mice;Middle Aged;Disease Models, Animal;Young Adult;Mice, Inbred C57BL"
n2-585,"Humans;Female;Animals;Male;Mice;Cell Line, Tumor;Middle Aged;Aged;Adult;Aged, 80 and over"
n2-757,Humans;Animals;Male;Female;Mice;Adult;Middle Aged;Young Adult;Adolescent;Rats
n2-903,"Animals;Humans;Male;Mice;Female;Mice, Inbred C57BL;Middle Aged;Adult;Aged;Cell Proliferation"
n2-594,"Humans;Animals;Mice;Female;Male;Cell Line;Mice, Inbred C57BL;Protein Binding;Amino Acid Sequence;Models, Molecular"
n2-2015,"Humans;Animals;Mice;Female;Male;HEK293 Cells;Cell Line, Tumor;Disease Models, Animal;Signal Transduction;RNA, Messenger / genetics"
n2-599,"Humans;Animals;Mutation;Models, Biological*;Cell Line, Tumor;Computer Simulation;Mice;Models, Biological;Blotting, Western;Computational Biology / methods*"
n2-601,Humans;Female;Male;Middle Aged;Aged;Animals;Adult;Greece / epidemiology;Risk Factors;Prevalence
n2-1504,"Animals;Humans;Phenotype;Phylogeny;Mutation;Female;Molecular Sequence Data;Male;Gene Expression Regulation, Plant;Plant Proteins / genetics"
n2-616,"Animals;Humans;Mice;Male;Female;Mice, Inbred C57BL;Adult;Phenotype;Disease Models, Animal;Middle Aged"
n2-622,Humans;Male;Female;Adult;Young Adult;Magnetic Resonance Imaging;Adolescent;Brain / physiology*;Photic Stimulation;Animals
n2-1706,China;Ecosystem*;Ecosystem;Animals;Biomass;Temperature;Seasons;Species Specificity;Humans;Soil / chemistry*
n2-640,Animals;Humans;Female;Ecosystem;Male;Ecosystem*;Brazil;Geography;Brazil / epidemiology;Population Dynamics
n2-1604,"Animals;Phylogeny;Humans;Male;China;Species Specificity;Sequence Analysis, DNA;Phylogeny*;Genetic Variation*;Genetic Variation"
n2-651,"Animals;Humans;Male;Female;Mice;Adult;Mice, Inbred C57BL;Rats;Middle Aged;Time Factors"
n2-663,Animals;Female;Humans;Ecosystem*;Ecosystem;Male;Species Specificity;Phylogeny;Geography;Biodiversity*
n2-1405,"Animals;Phylogeny;Ecosystem;Humans;Ecosystem*;Temperature;Species Specificity;Male;Sequence Analysis, DNA;Biodiversity*"
n2-669,"Humans;Arabidopsis Proteins / genetics;Arabidopsis / genetics*;Gene Expression Regulation, Plant;Arabidopsis / genetics;Phenotype;Arabidopsis Proteins / metabolism*;Arabidopsis / metabolism*;Mutation;Animals"
n2-1139,"Animals;Humans;Female;Mice;Male;Amino Acid Sequence;Mice, Transgenic;Cell Line, Tumor;Middle Aged;Adult"
n2-1680,Humans;Animals;Female;Male;Mice;Middle Aged;Adult;Aged;Gene Expression Profiling;Signal Transduction
n2-1313,Humans;Male;Animals;Female;Mice;Adult;Middle Aged;Phenotype;Child;Phylogeny
n2-1356,"Humans;Animals;Female;Male;Mice;Adult;Amino Acid Sequence;Middle Aged;Cells, Cultured;Gene Expression"
n2-1226,Animals;Male;Female;Humans;Ecosystem;Geography;Ecosystem*;Seasons;Population Dynamics;Time Factors
n2-1312,"Humans;Female;Male;Middle Aged;Aged;Adult;Aged, 80 and over;Young Adult;Animals;Netherlands"
n2-1381,"Humans;Male;Female;Animals;Middle Aged;Mice;Adult;Aged;Mice, Inbred C57BL;Risk Factors"
n2-1256,"Humans;Animals;Male;Female;Mice;Middle Aged;Adult;Disease Models, Animal;Cell Line, Tumor;Mice, Inbred C57BL"
n2-1986,"Humans;Animals;Female;Middle Aged;Mice;Aged;Male;Cell Line, Tumor;Protein Binding;Mutation"
n2-706,Humans;Female;Adult;Male;Young Adult;Adolescent;Middle Aged;Aged;Longitudinal Studies;United States / epidemiology
n2-1370,"Animals;Female;Humans;Male;Kenya;Phylogeny;Kenya / epidemiology;Models, Biological*;Ecosystem;Computer Simulation"
n2-168,"Humans;Animals;Female;Mice;Male;Cell Line, Tumor;Adult;Middle Aged;Mice, Inbred C57BL;Young Adult"
n2-724,"Humans;Male;Female;Animals;Adult;Mice;Middle Aged;Rats;Cells, Cultured;Oligonucleotide Array Sequence Analysis"
n2-725,"Humans;Male;Female;Animals;Middle Aged;Mice;Adult;Aged;Cell Line, Tumor;Prognosis"
n2-726,"Humans;Animals;Female;Male;Mice;Adult;Middle Aged;Aged;Rats;Cells, Cultured"
n2-1632,"Humans;Animals;Mice;Male;Female;Mutation;Gene Expression Profiling;Phenotype;Models, Biological;Gene Expression Regulation, Plant"
n2-1250,"Animals;Humans;Mice;Female;Male;Cells, Cultured;Amino Acid Sequence;Middle Aged;Protein Binding;Adult"
n2-1751,"Camellia sinensis / genetics*;Animals;Gene Expression Regulation, Plant*;Oryza / genetics*;Gene Expression Regulation, Plant;Amino Acid Sequence;Mice;Gene Expression Profiling*;Base Sequence;Male"
n2-769,"Humans;Male;Female;Animals;Middle Aged;Adult;Aged;Mice;Aged, 80 and over;Young Adult"
n2-742,"Humans;Male;Female;Animals;Mice;Middle Aged;Adult;Cells, Cultured;Aged;Bacterial Proteins / genetics*"
n2-748,"Animals;Humans;Mice;Male;Female;Cell Line;Molecular Sequence Data;Cells, Cultured;Mice, Inbred C57BL;Base Sequence"
n2-1403,"Phenotype;Genotype;Chromosome Mapping;Triticum / genetics*;Humans;Phylogeny;Animals;Plant Proteins / genetics;Gene Expression Regulation, Plant;Alleles"
n2-819,Humans;Female;Male;Animals;Adult;Child;Middle Aged;Adolescent;Young Adult;Aged
n2-1099,"Animals;Humans;Male;Female;Mice;Hydrogen-Ion Concentration;Carbon Dioxide / chemistry;Mice, Inbred C57BL;Oceans and Seas*;Ecosystem*"
n2-1258,Humans;Male;Female;Adult;Middle Aged;Aged;Young Adult;Animals;Adolescent;Cross-Sectional Studies
n2-826,Humans;Female;Male;Adult;Middle Aged;Prevalence;India / epidemiology;Young Adult;Cross-Sectional Studies;Animals
n2-101,Humans;Female;Male;Animals;Adult;Middle Aged;Young Adult;Mice;Adolescent;Aged
n2-810,"Humans;Animals;Male;Female;Mice;Cell Line, Tumor;Mice, Inbred C57BL;Middle Aged;Algorithms;Aged"
n2-820,"Animals;Humans;Mice;Female;Male;Adult;Signal Transduction;Middle Aged;Protein Binding;Cell Line, Tumor"
n2-869,"Humans;Female;Animals;Male;Mice;Middle Aged;Aged;Adult;Cell Line, Tumor;HEK293 Cells"
n2-852,"Humans;Female;Male;Adult;Adolescent;Aged;Child;Middle Aged;Young Adult;Aged, 80 and over"
n2-1496,Humans;Animals;Female;Mice;Male;Phylogeny;Species Specificity;Middle Aged;Mutation;Adult
n2-1977,Animals;Brazil;Geography;Biodiversity*;Female;Humans;Species Specificity;Male;Ecosystem;Mice
n2-1892,Humans;Male;Female;Adult;Young Adult;Adolescent;Middle Aged;Animals;Aged;Photic Stimulation
n2-2034,Humans;Female;Male;Animals;Adult;Mice;Middle Aged;Aged;Young Adult;Mutation
n2-1372,"Humans;Animals;Male;Female;Mice;Middle Aged;Aged;Adult;Mice, Inbred C57BL;Aged, 80 and over"
n2-1464,"Animals;Humans;Mice;Female;Male;Adult;Phenotype;Signal Transduction;Cells, Cultured;Mutation"
n2-30,Animals;Humans;Mice;Female;Cell Line;Autophagy / drug effects;Chromatin / genetics;Pregnancy;Male;Amino Acid Sequence
n2-875,Humans;Male;Female;Animals;Adult;Middle Aged;Aged;Young Adult;Adolescent;Cross-Sectional Studies
n2-1585,"Animals;Female;Male;Humans;Species Specificity;Phenotype;Sequence Analysis, DNA;Genotype;Gene Expression Regulation, Developmental;Molecular Sequence Data"
n2-900,"Humans;Female;Male;Adult;Young Adult;Middle Aged;Animals;Aged;Models, Neurological*;Adolescent"
n2-1525,Animals;Fossils*;Male;Female;Fossils / anatomy & histology*;Species Specificity;Biological Evolution;Spain;Humans;Phylogeny
n2-1030,"Humans;Male;Female;Animals;Middle Aged;Aged;Adult;Mice;Young Adult;Aged, 80 and over"
n2-929,"Humans;Animals;Male;Mice;Female;Disease Models, Animal;Mice, Inbred BALB C;Aged;Cell Line;Mice, Inbred C57BL"
n2-1597,Humans;Female;Animals;Male;Amino Acid Sequence;Molecular Sequence Data;Adult;Mice;Middle Aged;Adolescent
n2-937,"Humans;Animals;Male;Female;Mice;Adult;Middle Aged;Cells, Cultured;Young Adult;Rats"
n2-500,"Humans;Animals;Mice;Amino Acid Sequence;Protein Binding;Models, Molecular;Cells, Cultured;Female;HEK293 Cells;Protein Structure, Secondary"
n2-1334,"Humans;Animals;Male;Female;Mice;Adult;Models, Biological;Cohort Studies;Middle Aged;Child"
n2-883,"Humans;Animals;Mice;Male;Female;Adult;Middle Aged;Amino Acid Sequence;Aged;Disease Models, Animal"
n2-2219,"Animals;Mice;Humans;Female;Male;Mice, Inbred C57BL;Cell Line;Cell Line, Tumor;Disease Models, Animal;Signal Transduction"
n2-693,"Humans;Male;Female;Middle Aged;Aged;Adult;Incidence;Aged, 80 and over;Mice;Animals"
n2-953,Humans;Male;Female;Animals;Middle Aged;Adult;Mice;Pharmacogenetics*;Adolescent;Cluster Analysis
n2-954,Animals;Male;Humans;Female;Mice;Phylogeny;Phenotype;Adult;Rats;Young Adult
n2-1156,"Humans;Animals;Male;Mice;Female;Mice, Inbred C57BL;Middle Aged;Rats;Gene Expression Profiling;Cells, Cultured"
n2-410,"Animals;Humans;Mice;Mice, Inbred C57BL;Male;Rats;Cell Line;Female;CHO Cells;Cricetulus"
n2-966,Animals;Humans;Mice;Male;Cell Line;Molecular Sequence Data;Female;Amino Acid Sequence;Phylogeny;Microbial Sensitivity Tests
n2-969,"Humans;Animals;Female;Male;Mice;Adult;Middle Aged;Mice, Inbred C57BL;Young Adult;Cell Line, Tumor"
n2-987,Animals;Humans;Female;Male;Mice;Ecosystem;Geography;Species Specificity;Rats;Protein Binding
n2-991,Animals;Female;Male;Humans;Australia;Ecosystem;Species Specificity;Geography;Ecosystem*;Phylogeny
n2-1044,Humans;Animals;Male;Female;Adult;Young Adult;Middle Aged;Adolescent;Mice;Time Factors
n2-673,"Animals;Humans;Male;Rats;Female;Mice;Case-Control Studies;Mice, Inbred C57BL;Adult;Aged"
n2-2237,"Animals;Humans;Mice;Male;Female;Rats;Cell Line, Tumor;Disease Models, Animal;Cell Line;Candida albicans / drug effects*"
n2-1737,Humans;Female;Male;Middle Aged;Aged;Animals;Adult;Adolescent;Mice;Young Adult
n2-1004,"Animals;Humans;Female;Male;Mice;Adult;Phylogeny;Mice, Knockout;Phenotype;Genetic Variation"
n2-719,"Animals;Humans;Molecular Sequence Data;Male;Female;Base Sequence;Phylogeny;Amino Acid Sequence;Gene Expression Profiling;Sequence Analysis, DNA"
n2-1063,Humans;Male;Female;Animals;Middle Aged;Adult;Aged;Mice;China;Risk Factors
n2-1729,"Humans;Animals;Mice;Male;Mice, Inbred C57BL;Cell Line, Tumor;Amino Acid Sequence;Molecular Sequence Data;Female;Intestinal Mucosa / metabolism"
n2-1125,Humans;Female;Male;Adult;Middle Aged;Young Adult;Animals;Aged;Adolescent;Mice
n2-1689,"Animals;Humans;Mice;Male;Female;Adult;Cells, Cultured;Rats;Middle Aged;Mice, Inbred C57BL"
n2-2000,"Animals;Humans;Male;Female;Mice;Rats;Adult;Young Adult;Mice, Inbred C57BL;Middle Aged"
n2-171,Humans;Male;Female;Animals;Adult;Middle Aged;Mice;Cell Line;Aged;Young Adult
n2-1351,Humans;Male;Female;Adult;Middle Aged;Animals;Aged;Young Adult;Mice;Cohort Studies
n2-249,"Animals;Humans;Mice;Rats;Rats, Sprague-Dawley;Patch-Clamp Techniques;Interneurons / metabolism*;Male;Mice, Transgenic;Gene Expression"
n2-1085,"Humans;Female;Male;Animals;Middle Aged;Aged;Mice;Aged, 80 and over;Adult;Cell Proliferation / drug effects"
n2-1237,Humans;Male;Animals;Female;Mice;Adult;Young Adult;Adolescent;Middle Aged;Child
n2-1115,"Animals;Biofilms / growth & development;Mice;Humans;Mice, Inbred BALB C;Aminoglycosides / chemistry*;Anti-Infective Agents / pharmacology;Biopolymers / chemistry*;COS Cells;Biocompatible Materials / pharmacology"
n2-1123,"Animals;Humans;Mice;Female;Male;Cell Line;Disease Models, Animal;Caenorhabditis elegans / metabolism;Mice, Inbred C57BL;Rats"
n2-1884,Humans;Male;Female;Adult;Middle Aged;Young Adult;Adolescent;Surveys and Questionnaires;Cross-Sectional Studies;Aged
n2-1138,Animals;Phenotype;Genotype;Phylogeny;Alleles;Genetic Variation;Droughts;Female;Plant Breeding;Genetic Variation*
n2-2077,"China;History, Ancient;Humans;Animals;Domestication*;Archaeology;Haplotypes;Phylogeny;Triticum / physiology*;Agriculture / history*"
n2-1406,"Animals;Humans;Ecosystem;Species Specificity;Temperature;Mediterranean Sea;Lakes;Population Dynamics;Diet;RNA, Messenger / metabolism"
n2-1491,"Animals;Humans;Female;Male;Mice;Phylogeny;RNA, Ribosomal, 16S / genetics;Molecular Sequence Data;Base Sequence;Sequence Analysis, DNA"
n2-1780,"Animals;Mice;Humans;Male;Female;Mutation;Phosphorylation;Molecular Sequence Data;Mass Spectrometry;Mice, Inbred BALB C"
n2-1202,Animals;Humans;Mice;Middle Aged;Adult;Young Adult;Cell Proliferation;Cell Differentiation;Chick Embryo;Transfection
n2-1843,"Humans;Animals;Female;Male;Mice;Mice, Inbred BALB C;Disease Models, Animal;Middle Aged;Phenotype;Mice, Inbred C57BL"
n2-1220,"Humans;Animals;Female;Male;Mice;Adult;Middle Aged;Aged;Mice, Inbred C57BL;Time Factors"
n2-2167,Humans;Female;Male;Animals;Adult;Middle Aged;Aged;Mice;Young Adult;Retrospective Studies
n2-1260,"Humans;Female;Human Migration*;Male;Skull / anatomy & histology*;Anthropometry;DNA, Mitochondrial / analysis*;Datasets as Topic;DNA, Ancient / analysis*;Asia, Southeastern"
n2-1267,"Animals;Humans;Mice;Mutation;Molecular Sequence Data;Male;Amino Acid Sequence;Phylogeny;Phenotype;Gene Expression Regulation, Plant"
n2-1273,"Animals;Phylogeny;Republic of Korea;Sequence Analysis, DNA;Humans;Gene Expression Profiling;Molecular Sequence Data;Amino Acid Sequence;Sequence Alignment;Species Specificity"
n2-1906,"Humans;Female;Male;Animals;Mice;Adult;Middle Aged;Aged;Mice, Inbred C57BL;Mice, Knockout"
n2-1284,"Animals;Gene Expression Regulation, Plant;Humans;Female;Phylogeny;Male;Arabidopsis / genetics*;Mice;Gene Expression Profiling;Zea mays / genetics*"
n2-1285,"Humans;Female;Male;Middle Aged;Adult;Aged;Adolescent;Animals;Aged, 80 and over;Young Adult"
n2-1292,Male;Humans;Female;Adult;Young Adult;Adolescent;Child;Reaction Time / physiology;Social Class;Surveys and Questionnaires
n2-1305,Humans;Female;Male;Adult;Middle Aged;Logistic Models;Aged;Body Mass Index;Follow-Up Studies;Prevalence
n2-1614,Humans;Male;Female;Animals;Middle Aged;Adult;Aged;Retrospective Studies;Mice;Adolescent
n2-246,"Algorithms;Humans;Models, Theoretical;Computer Simulation;Models, Theoretical*;Neural Networks, Computer*;Algorithms*;Computer Security*;Fuzzy Logic;Male"
n2-72,"Animals;Female;Humans;Male;Mice;Promoter Regions, Genetic;Breast Neoplasms / genetics*;Middle Aged;Adult;Protein Binding"
n2-1101,"Animals;Humans;Male;Models, Biological;Algorithms;Biological Evolution*;Female;Population Dynamics;Computer Simulation;Ecosystem"
n2-1865,"Humans;Animals;Mice;Female;Male;Mice, Inbred C57BL;Gene Expression Profiling;Middle Aged;Infant;Child, Preschool"
n2-1352,"Animals;Mice;Humans;Molecular Sequence Data;Amino Acid Sequence;Female;Streptomyces / metabolism*;Protein Binding;Male;Mice, 129 Strain"
n2-1411,Animals;Humans;Mice;Male;Female;Adult;Molecular Sequence Data;Rats;Middle Aged;Cell Line
n2-1380,"Humans;Electroencephalography;Animals;Rats;Male;Vision Tests / methods;Telecommunications / instrumentation*;Photometry / instrumentation;Light;Computers, Handheld"
n2-1617,"Humans;Male;Female;Animals;Adult;Mice;Middle Aged;Young Adult;Adolescent;Mice, Inbred C57BL"
n2-1388,"Humans;Animals;Mice;Female;Male;Cell Line, Tumor;Signal Transduction / drug effects;Disease Models, Animal;Mice, Inbred C57BL;NF-kappa B / genetics"
n2-1122,"Oryza / genetics*;Genotype;Phenotype;Humans;Phylogeny;Oryza / growth & development;Chromosome Mapping;Genetic Markers;Animals;Genome, Plant*"
n2-2066,Humans;Female;Male;Adult;Middle Aged;Young Adult;Adolescent;Animals;Case-Control Studies;Aged
n2-1408,Humans;Male;Female;Adult;Middle Aged;Aged;Young Adult;Adolescent;Poland;Case-Control Studies
n2-813,"Animals;Humans;Male;Female;Rats;Rats, Wistar;Gene Expression Regulation, Plant;Phylogeny;Mice;Plant Proteins / metabolism"
n2-1436,"Humans;Male;Female;Middle Aged;Animals;Adult;Aged;Mice;China;Cell Line, Tumor"
